Date,Symbol,Exchange,Outstanding Shares,Market Cap,Gap%,Avg Prev 3 Day Volume,PM Trades,PM Volume,PM Dollar Volume,Daily  Trades,Daily Volume,Daily Dollar Volume,PM Whale Ratio,Daily Whale Ratio,PM Supply Rotations,Daily Supply Rotations,PM Mkt Cap Rotations,Daily Mkt Cap Rotations,High to Close %,Low to Close %,Open to Close %,Overnight%,Long Optimal,Positive Open to Close,Positive Overnight,Minutes Open to HOD,Minutes Open to LOD,Macro Regime
2021-01-05,SYN,NYSE,29249925,146278874.93,87.96,10014528.0,26093,19796541,19243778.15,479824,360215155,441888084.82,758.69,750.72,0.68,12.32,0.13,3.02,-41.18,7.03,6.38,-92.8,0,1,0,141,-214,1.0
2021-01-05,PECK,NASDAQ,5312873,32674168.95,111.71,134692.67,22638,5052707,62490195.76,193692,32011601,377498146.23,223.2,165.27,0.95,6.03,1.91,11.55,-23.54,4.02,-19.66,-4.88,0,0,0,-29,-61,1.0
2021-01-06,ISR,NYSE,87232324,46276747.88,227.99,18155221.67,69837,49816751,83262646.66,396180,259110529,405754522.85,713.33,654.02,0.57,2.97,1.8,8.77,-29.0,8.4,-18.39,5.63,0,0,1,-215,-325,1.0
2021-01-06,AIKI,NASDAQ,34920219,506081273.86,70.09,28144601.33,56059,44142453,61665930.6,282858,188532905,258696821.78,787.43,666.53,1.26,5.4,0.12,0.51,-40.57,4.0,-28.28,-93.55,0,0,0,13,-324,1.0
2021-01-19,ACRS,NASDAQ,45109314,265242766.32,138.95,326141.0,45733,11731076,147647650.16,594512,114362153,1889587370.61,256.51,192.36,0.26,2.54,0.56,7.12,-5.61,41.69,34.02,5.95,1,1,1,349,-150,1.0
2021-01-20,OBLN,NASDAQ,7770698,37532471.34,99.38,417911.67,52105,17965613,52362339.67,1494033,445941324,3022693166.03,344.8,298.48,2.31,57.39,1.4,80.54,-23.12,206.67,157.94,-68.88,1,1,0,270,-130,1.0
2021-01-21,BBIG,NASDAQ,14471403,15160517.43,287.66,248191.67,40139,14129415,78607043.18,679441,214919552,1445795845.13,352.01,316.32,0.98,14.85,5.18,95.37,-51.49,2.93,-23.62,45.07,0,0,1,30,-321,1.0
2021-01-21,CLSN,NASDAQ,40701022,778407045.75,89.02,15177300.67,47932,29771332,66167528.57,363464,165795800,341537225.54,621.12,456.15,0.73,4.07,0.09,0.44,-37.86,7.41,-27.8,-94.44,0,0,0,1,-209,1.0
2021-01-22,ADMP,NASDAQ,93842058,119179413.66,83.46,123300829.0,51079,32117119,72548190.91,332755,207315027,407252113.48,628.77,623.03,0.34,2.21,0.61,3.42,-23.5,4.68,-23.18,-3.35,0,0,0,-323,122,1.0
2021-01-25,EXPR,NYSE,64947502,116256028.58,117.32,28588566.67,123704,62151726,241991600.52,868467,358630191,1315219657.65,502.42,412.95,0.96,5.52,2.08,11.31,-6.53,39.73,6.68,-19.76,1,1,0,-68,-330,1.0
2021-01-26,KOSS,NASDAQ,7447489,44684934.0,94.83,2910539.67,26663,6566905,78178520.71,193236,34562731,379525916.32,246.29,178.86,0.88,4.64,1.75,8.49,-28.06,14.68,-14.46,75.2,0,0,1,10,143,1.0
2021-01-27,KOSS,NASDAQ,7616219,76162190.0,75.2,14398904.0,12052,2501630,45679686.98,244300,25073496,787389958.13,207.57,102.63,0.33,3.29,0.6,10.34,-16.89,308.74,231.05,27.59,1,1,1,358,-324,1.0
2021-01-27,EXPR,NYSE,64947502,197440406.08,160.86,169749194.33,111393,46625325,293856865.98,1098888,287577329,2533044689.89,418.57,261.7,0.72,4.43,1.49,12.83,-31.64,79.51,20.43,-25.55,1,1,0,119,-155,1.0
2021-01-29,LMFA,NASDAQ,15418801,115641007.5,92.67,6724523.0,65163,35970692,107898863.51,241470,102274235,267987103.89,552.01,423.55,2.33,6.63,0.93,2.32,-35.33,5.13,-29.07,-81.46,0,0,0,-74,-324,1.0
2021-01-29,SIEB,NASDAQ,30953710,114838264.1,237.74,58754.67,37885,7564966,146830808.09,294529,33994464,514097338.05,199.68,115.42,0.24,1.1,1.28,4.48,-55.57,2.62,-34.4,-8.88,0,0,0,-119,-326,1.0
2021-02-01,ALYA,NASDAQ,14611571,36675043.21,90.04,14403.0,14266,3639441,25003502.8,83069,14977629,71346303.24,255.11,180.3,0.25,1.03,0.68,1.95,-41.32,1.9,-32.7,-9.35,0,0,0,-293,237,2.0
2021-02-01,ASM,NYSE,89568682,110169478.86,119.98,3110383.33,70444,30479706,88240395.25,320968,129594602,285487450.54,432.68,403.76,0.34,1.45,0.8,2.59,-34.4,13.5,-31.63,-16.76,0,0,0,-141,-330,2.0
2021-02-03,SINO,NASDAQ,5998788,28434255.12,117.3,1668534.0,24947,5910053,67883113.66,119814,20004586,188836576.49,236.9,166.96,0.99,3.33,2.39,6.64,-34.16,4.64,-27.77,3.49,0,0,1,-45,-220,2.0
2021-02-04,AVXL,NASDAQ,66962957,695075493.66,92.1,7373704.33,36941,9780649,191401940.88,610499,116591494,2299525655.35,264.76,190.98,0.15,1.74,0.28,3.31,-48.05,8.04,-25.23,-10.46,0,0,0,45,299,2.0
2021-02-08,OCGN,NASDAQ,184011884,966062391.0,76.76,167283145.67,98721,35821865,318559130.97,3361737,719521523,10036339361.17,362.86,214.03,0.19,3.91,0.33,10.39,-15.77,73.17,70.37,-18.15,1,1,0,203,-222,2.0
2021-02-08,CRHM,NYSE,71674647,156250730.46,81.19,83401.33,31831,11054299,56244488.93,105719,33727901,145990254.71,347.28,319.03,0.15,0.47,0.36,0.93,-1.75,0.51,-0.76,-1.02,0,0,0,-101,-180,2.0
2021-02-09,HTBX,NASDAQ,22592500,189099225.0,102.99,1538873.0,50854,13717647,224475691.23,383112,70605484,1006953696.01,269.75,184.29,0.61,3.13,1.19,5.33,-26.24,8.95,-26.19,2.31,0,0,1,-44,-303,2.0
2021-02-09,KALV,NASDAQ,18021224,281311306.64,159.64,252350.0,10036,2007263,80913740.92,285995,35138295,1280967367.58,200.01,122.86,0.11,1.95,0.29,4.55,-25.56,21.69,-17.35,10.12,0,0,1,-89,-175,2.0
2021-02-09,AUVI,NASDAQ,7945034,41155276.12,73.75,450274.0,22176,5537007,49935701.05,807388,118339008,2585020774.63,249.68,146.57,0.7,14.89,1.21,62.81,-44.91,137.83,119.0,-3.6,1,1,0,249,-255,2.0
2021-02-09,CHCI,NASDAQ,7863582,33184316.04,218.48,1289197.0,26768,5901232,73595618.77,226942,33920149,384729270.05,220.46,149.47,0.75,4.31,2.22,11.59,-46.69,7.02,-37.65,-17.66,0,0,0,0,-329,2.0
2021-02-10,OLB,NASDAQ,6170054,45966902.3,71.28,234461.0,30634,7003861,94985649.96,138962,20088510,259505002.72,228.63,144.56,1.14,3.26,2.07,5.65,-38.41,9.19,-20.85,-7.33,0,0,0,21,-205,2.0
2021-02-11,RCMT,NASDAQ,11953930,44110001.7,168.16,1603202.0,52707,13976694,125166782.92,350887,63554951,534705427.01,265.18,181.13,1.17,5.32,2.84,12.12,-51.16,5.72,-38.35,-8.24,0,0,0,7,-330,2.0
2021-02-12,ARTL,NASDAQ,15711587,384148302.15,76.69,14905580.0,88773,36969111,102990821.15,631117,252774617,770568093.13,416.45,400.52,2.35,16.09,0.27,2.01,-27.52,6.4,-7.64,-93.31,0,0,0,30,-310,2.0
2021-02-16,SCKT,NASDAQ,6102630,19772521.2,214.51,492026.0,95995,25810025,241897535.9,1478811,227120606,4287463379.23,268.87,153.58,4.23,37.22,12.23,216.84,-40.91,125.52,102.94,-24.08,1,1,0,243,-320,2.0
2021-02-17,LODE,NYSE,34980766,78706723.5,336.89,1763234.67,120521,38640467,350234183.35,898408,205376420,1511561068.71,320.61,228.6,1.1,5.87,4.45,19.2,-41.22,9.25,-41.1,-5.87,0,0,0,-12,-303,2.0
2021-02-17,CLPS,NASDAQ,16093248,78856915.2,171.84,555358.0,44863,10705983,126917373.9,683569,127547392,1922463483.09,238.64,186.59,0.67,7.93,1.61,24.38,-45.2,3.24,-18.62,-12.92,0,0,0,50,-104,2.0
2021-02-18,CAPA,NASDAQ,8588679,89150488.02,75.34,19195.0,6962,2911115,46536478.89,250930,39472771,825050626.69,418.14,157.31,0.34,4.6,0.52,9.25,-10.36,33.47,23.13,-9.59,1,1,0,97,-186,2.0
2021-02-18,GTEC,NASDAQ,10225142,77199822.1,193.11,108414.33,61797,13481653,293895605.7,500512,64139822,1282944125.03,218.16,128.15,1.32,6.27,3.81,16.62,-44.21,2.01,-33.39,-7.67,0,0,0,-126,-150,2.0
2021-02-19,VCNX,NASDAQ,22387175,64251192.25,107.32,302665.67,94872,26503509,144256654.63,1090664,278622091,1929796130.46,279.36,255.46,1.18,12.45,2.25,30.04,-48.95,3.83,-17.98,12.7,0,0,1,30,-116,2.0
2021-02-22,RETO,NASDAQ,24135000,28479300.0,156.78,3030229.33,87941,32803790,98302699.8,410587,133585966,366562766.76,373.02,325.35,1.36,5.53,3.45,12.87,-36.07,9.86,-22.77,11.54,0,0,1,1,-286,2.0
2021-02-23,CTIB,NASDAQ,5783646,13707241.02,74.26,4124715.33,65226,22851179,90224120.92,723294,181796133,732907132.88,350.34,251.34,3.95,31.43,6.58,53.47,-41.2,2.08,-28.81,-6.46,0,0,0,55,-208,2.0
2021-02-24,NVOS,NASDAQ,23793141,94903701.51,250.99,56087.0,8931,1499081,32122857.27,233293,34070549,326319064.19,167.85,146.04,0.06,1.43,0.34,3.44,-57.48,11.17,-54.5,10.05,0,0,1,-186,-321,2.0
2021-02-24,SYPR,NASDAQ,21300958,56660548.28,158.65,1393396.33,129646,37514723,218646562.47,707278,193632230,1116088395.96,289.36,273.77,1.76,9.09,3.86,19.7,-35.87,7.2,-26.45,-8.5,0,0,0,3,-238,2.0
2021-02-25,KOSS,NASDAQ,7616219,140443078.36,76.79,5161861.0,26911,5845675,200447917.66,359924,38329560,1128701555.25,217.22,106.49,0.77,5.03,1.43,8.04,-38.57,13.73,-33.96,-11.3,0,0,0,-137,371,2.0
2021-02-25,DYNT,NASDAQ,14974508,95836851.2,77.34,2067727.0,44392,16585139,43958476.91,218324,78420811,171641908.36,373.61,359.19,1.11,5.24,0.46,1.79,-37.5,8.11,-29.52,-81.25,0,0,0,-211,372,2.0
2021-02-26,LIXT,NASDAQ,12374302,46651118.54,75.07,67671.0,80322,21354763,150917855.97,282230,55021098,354768274.12,265.86,194.95,1.73,4.45,3.24,7.6,-22.39,9.41,-15.45,-17.2,0,0,0,-289,-328,2.0
2021-03-02,NNVC,NYSE,10677000,45056940.0,94.31,127023.33,102600,27169409,229876635.03,560602,130903013,999109696.69,264.81,233.5,2.54,12.26,5.1,22.17,-23.65,1.99,-18.9,-6.02,0,0,0,-93,-195,1.0
2021-03-02,JCS,NASDAQ,9327574,199610083.6,87.48,14902.33,22333,5095049,56983237.74,394895,89468893,836532412.8,228.14,226.56,0.55,9.59,0.29,4.19,-36.77,1.54,-27.82,-76.14,0,0,0,-26,-150,1.0
2021-03-04,FPRX,NASDAQ,45848446,974737961.96,78.69,681060.33,1787,2465857,93508041.35,120289,35390129,1340332178.06,1379.89,294.21,0.05,0.77,0.1,1.38,-0.47,0.8,0.03,-0.34,1,1,0,-29,-291,1.0
2021-03-09,INVO,NASDAQ,9639268,29978123.48,70.74,1551005.67,18026,4454475,26992575.57,502834,96809347,889652682.21,247.11,192.53,0.46,10.04,0.9,29.68,-23.58,80.08,77.02,-21.81,1,1,0,56,-76,1.0
2021-03-10,MNOV,NASDAQ,48680867,276507324.56,73.42,1342156.33,26612,5866914,64238752.91,175247,27705172,261783913.01,220.46,158.09,0.12,0.57,0.23,0.95,-19.15,12.05,-11.27,-16.02,0,0,0,-143,128,1.0
2021-03-11,ENTX,NASDAQ,23738642,37981827.2,190.63,166374.0,66404,22893281,102821904.58,1313097,361217344,2011647802.04,344.76,275.09,0.96,15.22,2.71,52.96,-48.67,1.76,-13.12,54.21,0,0,1,71,-60,1.0
2021-03-11,NVFY,NASDAQ,5769104,13845849.6,188.75,1041478.33,51971,13502828,99871855.62,217945,37769218,232926999.1,259.81,173.3,2.34,6.55,7.21,16.82,-40.05,6.9,-35.21,-9.35,0,0,0,-316,239,1.0
2021-03-12,NLSP,NASDAQ,11779277,33217561.14,107.45,80786.33,54074,17078456,101734460.28,710424,169157946,1014344239.4,315.83,238.11,1.45,14.36,3.06,30.54,-20.41,25.81,0.0,-11.11,1,0,0,30,-90,1.0
2021-03-15,CHEK,NASDAQ,46239183,1414918999.8,164.71,2740566.0,162227,81295753,296589201.6,942698,420805576,1501844478.98,501.12,446.38,1.76,9.1,0.21,1.06,-31.63,1.66,-24.2,-95.5,0,0,0,0,-282,1.0
2021-03-16,SSY,NYSE,6899321,13315689.53,82.38,190232.0,17776,4827600,16983916.65,747144,196203960,1077937575.71,271.58,262.61,0.7,28.44,1.28,80.95,-36.35,42.65,37.78,-22.68,1,1,0,19,-318,1.0
2021-03-17,ZCMD,NASDAQ,19435423,35372469.86,86.81,71211.0,58028,25612847,78967280.08,427098,139712738,440984755.77,441.39,327.12,1.32,7.19,2.23,12.47,-34.96,10.37,-21.76,-2.26,0,0,0,4,-294,1.0
2021-03-19,SPCB,NASDAQ,19998745,289981802.5,102.76,960003.67,83096,41265329,122309377.84,366108,145700317,368607286.92,496.6,397.97,2.06,7.29,0.42,1.27,-24.07,9.8,-23.81,-90.62,0,0,0,-34,-240,1.0
2021-03-22,SPRT,NASDAQ,19656591,42065104.74,272.43,81522.0,166558,50330898,371758307.53,1247601,282618363,2123214255.2,302.18,226.53,2.56,14.38,8.84,50.47,-24.87,14.89,-10.92,-0.56,0,0,0,29,-186,1.0
2021-03-23,DLPN,NASDAQ,6618785,36072378.25,96.33,197932.67,19656,4518879,57010835.51,1058166,174578208,2551276265.89,229.9,164.98,0.68,26.38,1.58,70.73,0.0,81.49,71.31,58.32,1,1,1,389,-27,1.0
2021-05-27,VTNR,NASDAQ,51742499,92101648.22,152.25,5231051.0,76578,26026719,103329245.77,810565,257019796,1068021312.02,339.87,317.09,0.5,4.97,1.12,11.6,-23.27,12.39,-11.14,52.38,0,0,1,71,-301,1.0
2021-06-09,AEMD,NASDAQ,12150597,26852819.37,379.64,2713259.33,104035,30609246,289063889.73,1074663,253587268,2668934932.09,294.22,235.97,2.52,20.87,10.76,99.39,-13.61,23.88,1.79,-14.55,1,1,0,-254,-326,1.0
2021-06-14,ENOB,NASDAQ,47763220,210635800.2,169.39,106960.0,53920,13380054,146102358.33,602387,105815240,1085679403.67,248.15,175.66,0.28,2.22,0.69,5.15,-47.73,1.19,-42.85,5.74,0,0,1,1,-142,1.0
2021-06-24,MRIN,NASDAQ,10967328,18754130.88,76.02,5755537.33,54790,26344278,76108509.1,513858,196248853,591779583.21,480.82,381.91,2.4,17.89,4.06,31.55,-7.87,37.11,16.61,-15.1,1,1,0,378,-155,1.0
2021-06-30,CUEN,NASDAQ,13739247,38195106.66,195.32,764665.33,64538,17244254,111038049.21,803637,210989214,1611377699.14,267.2,262.54,1.26,15.36,2.91,42.19,-32.76,7.24,-24.24,12.54,0,0,1,11,-173,1.0
2021-07-01,MEDS,NASDAQ,8161457,36073639.94,102.71,437316.67,41933,13730227,117503069.57,369350,96244099,772242683.8,327.43,260.58,1.68,11.79,3.26,21.41,-24.45,9.13,-19.98,-9.21,0,0,0,-14,-122,1.0
2021-07-12,SGOC,NASDAQ,96098647,940805754.13,73.75,43679222.67,26139,7086322,108680006.9,750507,115769569,2609470788.69,271.1,154.26,0.07,1.2,0.12,2.77,-31.03,17.65,17.58,-15.25,0,1,0,98,-330,1.0
2021-07-13,OSAT,NASDAQ,5476918,36531043.06,84.26,1312230.33,66543,18781976,207046353.24,522880,93175584,1089027535.28,282.25,178.2,3.43,17.01,5.67,29.81,-36.97,5.41,-23.84,-10.26,0,0,0,12,-217,1.0
2021-07-14,DTSS,NASDAQ,21474138,62919224.34,113.99,15659584.33,46397,14220383,76844409.52,339669,88596249,458072221.02,306.49,260.83,0.66,4.13,1.22,7.28,-41.81,9.04,-36.52,39.95,0,0,1,1,-313,1.0
2021-07-21,CEMI,NASDAQ,20296231,41810235.86,94.66,642843.33,71622,26087327,107929141.43,1205111,396465236,2227118415.01,364.24,328.99,1.29,19.53,2.58,53.27,-23.17,39.43,33.17,-6.91,1,1,0,96,-330,1.0
2021-07-21,NURO,NASDAQ,5046198,50663827.92,73.41,94051593.67,76326,20568421,307728200.37,610847,89197600,2014175464.51,269.48,146.02,4.08,17.68,6.07,39.76,-46.21,32.06,19.47,85.48,0,1,1,54,-283,1.0
2021-07-22,NURO,NASDAQ,5628907,117081265.6,85.48,123773326.33,40808,10071649,321653050.19,471549,62196436,1743923132.59,246.81,131.9,1.79,11.05,2.75,14.89,-36.18,16.38,-35.9,-3.96,0,0,0,-5,-330,1.0
2021-07-23,SCKT,NASDAQ,7139084,41406687.2,146.55,1703198.0,46889,11599498,156363547.25,339526,52491633,592910636.59,247.38,154.6,1.62,7.35,3.78,14.32,-43.2,5.96,-41.61,-11.5,0,0,0,-40,-330,1.0
2021-08-02,EVK,NASDAQ,14810660,33472091.6,97.35,428465.33,39950,11099706,46758923.89,655217,167903809,860722935.53,277.84,256.26,0.75,11.34,1.4,25.71,-18.33,35.83,13.9,-23.23,1,1,0,79,-139,1.0
2021-08-04,BYSI,NASDAQ,39115208,376679453.04,191.8,110709.0,27361,6391456,210013018.43,613030,83215094,2189624807.8,233.6,135.74,0.16,2.13,0.56,5.81,-11.4,29.22,-5.41,-2.48,1,0,0,-89,-249,1.0
2021-08-18,PMCB,NASDAQ,7634465,26109870.3,84.21,7847937.33,49023,15091010,85497646.46,951796,229471149,1790071394.2,307.84,241.09,1.98,30.06,3.27,68.56,-0.8,62.83,57.14,-57.88,1,1,0,384,-308,1.0
2021-08-19,SONN,NASDAQ,29702970,309843561.26,114.74,1889530.33,60829,26955903,48033436.51,406403,209850047,359839557.28,443.14,516.36,0.91,7.06,0.16,1.16,-41.06,7.96,-23.75,-96.14,0,0,0,-219,-317,1.0
2021-08-20,GRNQ,NASDAQ,67671997,442101156.4,105.11,642809.0,35642,29007213,37408058.25,266836,212659993,245985105.55,813.85,796.97,0.43,3.14,0.08,0.56,-52.21,2.69,-43.29,-88.19,0,0,0,28,-90,1.0
2021-08-20,GOVX,NASDAQ,6327702,27209118.6,72.79,7960191.33,56358,17601557,132135917.74,429685,103636313,687132080.15,312.32,241.19,2.78,16.38,4.86,25.25,-23.87,7.33,-23.15,-6.83,0,0,0,-261,339,1.0
2021-08-23,TRIL,NASDAQ,104814674,638321364.66,190.89,607986.33,13159,17312562,307243003.79,208669,69928981,1233518503.49,1315.64,335.12,0.17,0.67,0.48,1.93,-0.96,1.27,-0.71,0.11,1,0,1,-165,-166,1.0
2021-08-27,SPRT,NASDAQ,24237876,477486157.2,96.14,79543082.0,73841,17956694,735905043.81,1526532,166548605,7045656230.38,243.18,109.1,0.74,6.87,1.54,14.76,-55.89,0.0,-31.86,39.73,0,0,1,195,-330,1.0
2021-08-30,BBIG,NASDAQ,65564435,236388779.25,71.7,87623056.33,95345,40858563,359325784.71,1493368,330699693,2643457601.67,428.53,221.45,0.62,5.04,1.52,11.18,-29.4,8.95,-22.42,43.67,0,0,1,-275,155,1.0
2021-08-31,ACIU,NASDAQ,72652654,507842051.46,71.82,134640.33,66211,17779712,209924257.31,515524,103089052,1115454132.83,268.53,199.97,0.24,1.42,0.41,2.2,-35.53,2.52,-32.31,-4.55,0,0,0,-11,-120,1.0
2021-09-08,KDMN,NASDAQ,172350363,913456923.9,73.21,2229084.67,14486,27910308,257426671.24,176991,146649147,1344081599.06,1926.71,828.57,0.16,0.85,0.28,1.47,-1.41,0.11,-1.2,0.11,0,0,1,-330,-330,1.0
2021-09-17,HLBZ,NASDAQ,29456202,265105818.0,98.78,723030.33,8811,2169694,32931270.42,580644,67742355,1385939809.22,246.25,116.67,0.07,2.3,0.12,5.23,-31.38,15.92,-1.12,-15.21,0,0,0,127,-90,1.0
2021-09-20,ZIVO,NASDAQ,9218657,25812239.6,113.57,54914.0,30934,8233701,52471965.55,532650,120563723,831526272.01,266.17,226.35,0.89,13.08,2.03,32.21,-41.01,3.1,-22.07,-13.73,0,0,0,-99,-321,1.0
2021-09-21,HLBZ,NASDAQ,29507289,423724670.04,138.51,23463294.67,17837,4067990,133730111.2,515188,48144961,1686102021.74,228.06,93.45,0.14,1.63,0.32,3.98,-32.59,3.41,-17.58,-2.45,0,0,0,102,-210,1.0
2021-09-22,MRIN,NASDAQ,15466680,88005409.2,85.94,7992735.67,53617,15386117,161493010.39,642036,145983025,1370017086.18,286.96,227.38,0.99,9.44,1.84,15.57,-15.35,9.25,-12.95,-12.6,0,0,0,-150,52,1.0
2021-09-24,ZIVO,NASDAQ,9218657,31804366.65,94.2,2004998.33,41070,12488549,84598041.49,319047,76356620,479638552.41,304.08,239.33,1.35,8.28,2.66,15.08,-21.92,5.62,-18.66,-10.09,0,0,0,-120,-280,1.0
2021-10-25,MARK,NASDAQ,105108724,2280859310.8,206.45,67249873.67,178363,70074691,524043744.6,1284591,386171919,1800326953.57,392.88,300.62,0.67,3.67,0.23,0.79,-52.99,13.31,-52.63,-91.27,0,0,0,-220,293,1.0
2021-10-25,GRNQ,NASDAQ,77201664,656214144.0,156.47,8575762.0,49830,27947093,54021712.36,427383,249779554,460697982.57,560.85,584.44,0.36,3.24,0.08,0.7,-37.97,14.84,-32.57,-91.77,0,0,0,-13,-329,1.0
2021-10-26,WBX,NYSE,19299044,214219388.4,118.11,193242.0,18199,4509259,123406223.47,235144,29855282,602467107.51,247.78,126.97,0.23,1.55,0.58,2.81,-40.69,11.26,-32.63,2.27,0,0,1,-30,-135,1.0
2021-10-27,CXDC,NASDAQ,70569841,41283356.98,91.45,12701809.33,88872,44738482,61352323.26,324662,189534459,233257931.96,503.4,583.79,0.63,2.69,1.49,5.65,-45.93,10.71,-16.96,-21.56,0,0,0,-330,387,1.0
2021-11-01,ABVC,NASDAQ,27935783,70956888.82,224.8,277755.0,30347,8340385,77383016.77,542892,104151026,884009830.91,274.83,191.84,0.3,3.73,1.09,12.46,-48.42,5.6,-26.91,-15.42,0,0,0,-297,-330,1.0
2021-11-02,OLB,NASDAQ,8701532,39940031.88,71.24,274139.0,19240,5896955,45367473.82,968990,222044674,2163694210.71,306.49,229.15,0.68,25.52,1.14,54.17,-32.81,31.9,9.41,-22.21,0,1,0,118,-44,1.0
2021-11-08,PPSI,NASDAQ,8726045,28359646.25,84.31,81596.0,83958,25433254,143955814.93,1206920,307437094,2430963650.27,302.93,254.73,2.91,35.23,5.08,85.72,-16.4,86.71,73.62,-26.92,1,1,0,297,-90,1.0
2021-11-15,CREX,NASDAQ,11937980,17429450.8,74.66,308437.67,38083,12887927,37417189.96,388741,134269459,397209922.38,338.42,345.4,1.08,11.25,2.15,22.79,-27.02,10.08,2.75,-13.36,0,1,0,-279,-323,1.0
2021-11-15,CSPR,NYSE,41491491,147294793.05,90.99,2870992.33,6988,3777367,24747792.77,67288,20193484,133978894.94,540.55,300.11,0.09,0.49,0.17,0.91,-1.47,1.98,-1.33,-0.6,1,0,0,-74,-123,1.0
2021-11-19,LGVN,NASDAQ,9678569,66491769.03,71.91,92911339.0,80322,21875899,266635888.86,548346,102959721,1144740114.03,272.35,187.76,2.26,10.64,4.01,17.22,-32.0,12.07,-15.07,-13.16,0,0,0,9,-324,1.0
